"","variable.name","display.section","definition","code.list","lag","source","validity.years","notes","calculation","display.via.web"
"943","mdr_cmplt_nglc","Outcomes","Outcomes for MDR-TB cases outside Green-Light-Committee-approved projects: completed",NA,-2,"Notification, Data collection form","2008 - 2008","Removed from views in Feb 2013",NA,0
"944","mdr_coh","Outcomes","Outcomes for MDR-TB cases: cohort size",NA,-2,"Notification, Data collection form","2009 -","Variables prior to 2012 data collection were disaggregated in many different ways.",NA,1
"945","mdr_coh_glc","Outcomes","Outcomes for MDR-TB cases in Green-Light-Committee-approved projects: cohort size",NA,-2,"Notification, Data collection form","2008 - 2008","Removed from views in Feb 2013",NA,0
"946","mdr_coh_nglc","Outcomes","Outcomes for MDR-TB cases outside Green-Light-Committee-approved projects: cohort size",NA,-2,"Notification, Data collection form","2008 - 2008","Removed from views in Feb 2013",NA,0
"947","mdr_cur","Outcomes","Outcomes for MDR-TB cases: number cured",NA,-2,"Notification, Data collection form","2009 -","Variables prior to 2012 data collection were disaggregated in many different ways.",NA,0
"948","mdr_cur_glc","Outcomes","Outcomes for MDR-TB cases in Green-Light-Committee-approved projects: cured",NA,-2,"Notification, Data collection form","2008 - 2008","Removed from views in Feb 2013",NA,0
"949","mdr_cur_nglc","Outcomes","Outcomes for MDR-TB cases outside Green-Light-Committee-approved projects: cured",NA,-2,"Notification, Data collection form","2008 - 2008","Removed from views in Feb 2013",NA,0
"950","mdr_def","Outcomes","Outcomes for MDR-TB cases: number whose treatment was interrupted (defaulted)",NA,-2,"Notification, Data collection form","2009 -","Variables prior to 2012 data collection were disaggregated in many different ways.",NA,0
"951","mdr_def_glc","Outcomes","Outcomes for MDR-TB cases in Green-Light-Committee-approved projects: defaulted",NA,-2,"Notification, Data collection form","2008 - 2008","Removed from views in Feb 2013",NA,0
"952","mdr_def_nglc","Outcomes","Outcomes for MDR-TB cases outside Green-Light-Committee-approved projects: defaulted",NA,-2,"Notification, Data collection form","2008 - 2008","Removed from views in Feb 2013",NA,0
"953","mdr_died","Outcomes","Outcomes for MDR-TB cases: died",NA,-2,"Notification, Data collection form","2009 -","Variables prior to 2012 data collection were disaggregated in many different ways.",NA,1
"954","mdr_died_glc","Outcomes","Outcomes for MDR-TB cases in Green-Light-Committee-approved projects: died",NA,-2,"Notification, Data collection form","2008 - 2008","Removed from views in Feb 2013",NA,0
"955","mdr_died_nglc","Outcomes","Outcomes for MDR-TB cases outside Green-Light-Committee-approved projects: died",NA,-2,"Notification, Data collection form","2008 - 2008","Removed from views in Feb 2013",NA,0
"956","mdr_dr_2li","Drug resistance surveillance","Number of bacteriologically confirmed pulmonary MDR-TB patients with resistance to second-line injectable agents",NA,0,"DR surveillance data collection form","2007 - 2015","Dropped in 2017 data collection year with focus shiftin to RR-TB patients with second-line DST",NA,0
"957","mdr_dr_fq","Drug resistance surveillance","Number of bacteriologically confirmed pulmonary MDR-TB patients with  resistance to fluoroquinolones",NA,0,"DR surveillance data collection form","2007 - 2015","Dropped in 2017 data collection year with focus shiftin to RR-TB patients with second-line DST",NA,0
"958","mdr_ds_fq2li","Drug resistance surveillance","Number of bacteriologically confirmed pulmonary MDR-TB patients susceptible to both fluoroquinolones and second-line injectable agents",NA,0,"DR surveillance data collection form","2007 - 2015","Dropped in 2017 data collection year with focus shiftin to RR-TB patients with second-line DST",NA,0
"959","mdr_dst_rlt","Drug resistance surveillance","Drug resistance surveillance: Total number of pulmonary MDR-TB patients with drug susceptibility test results for any fluoroquinolone and any second-line injectable agent",NA,0,"DR surveillance data collection form","2007 - 2020","Prior to 2012 data collection, used to be diaggregated into _new, _ret, _unk;  switched from notification to DR surveilance csv files 2018 dcyear. Dropped 2021 dcyear as testing for second-line injectables no longer recommended and so data not collected.",NA,1
"960","mdr_fail","Outcomes","Outcomes for MDR-TB cases: treatment failed",NA,-2,"Notification, Data collection form","2009 -","Variables prior to 2012 data collection were disaggregated in many different ways.",NA,1
"961","mdr_fail_glc","Outcomes","Outcomes for MDR-TB cases in Green-Light-Committee-approved projects: failed",NA,-2,"Notification, Data collection form","2008 - 2008","Removed from views in Feb 2013",NA,0
"962","mdr_fail_nglc","Outcomes","Outcomes for MDR-TB cases outside Green-Light-Committee-approved projects: failed",NA,-2,"Notification, Data collection form","2008 - 2008","Removed from views in Feb 2013",NA,0
"963","mdr_lost","Outcomes","Outcomes for MDR-TB cases: lost to follow-up",NA,-2,"Notification, Data collection form",NA,NA,NA,1
"964","mdr_new","Drug resistance surveillance","Drug resistance surveillance: Among new TB patients with available drug susceptibility testing results (variable dst_rlt_new):  number of patients with resistance to isoniazid and rifampicin  (MDR-TB)",NA,0,"DR surveillance data collection form","1999 -","In 2018 data collection year became ""Number of new bacteriologically confirmed pulmonary TB patients with resistance to both rifampicin and isoniazid (MDR-TB)""; switched from notification to DR surveilance csv files 2018 dcyear",NA,1
"965","mdr_new_cmplt_glc","Outcomes","Outcomes for new MDR-TB cases in Green-Light-Committee-approved projects: completed",NA,-2,"Notification, Data collection form","Ended 2007","Removed from views in Feb 2013",NA,0
"966","mdr_new_cmplt_nglc","Outcomes","Outcomes for new MDR-TB cases outside Green-Light-Committee-approved projects: completed",NA,-2,"Notification, Data collection form","Ended 2007","Removed from views in Feb 2013",NA,0
"967","mdr_new_coh_glc","Outcomes","Outcomes for new MDR-TB cases in Green-Light-Committee-approved projects: cohort size",NA,-1,NA,"Ended 2007","derived: max of registered cases and sum of treatment outcome categories ",NA,0
"968","mdr_new_coh_nglc","Outcomes","Outcomes for new MDR-TB cases outside Green-Light-Committee-approved projects: cohort size",NA,-1,NA,"Ended 2007","derived: max of registered cases and sum of treatment outcome categories ",NA,0
"969","mdr_new_cur_glc","Outcomes","Outcomes for new MDR-TB cases in Green-Light-Committee-approved projects: cured",NA,-2,"Notification, Data collection form","Ended 2007","Removed from views in Feb 2013",NA,0
"970","mdr_new_cur_nglc","Outcomes","Outcomes for new MDR-TB cases outside Green-Light-Committee-approved projects: cured",NA,-2,"Notification, Data collection form","Ended 2007","Removed from views in Feb 2013",NA,0
"971","mdr_new_def_glc","Outcomes","Outcomes for new MDR-TB cases in Green-Light-Committee-approved projects: defaulted",NA,-2,"Notification, Data collection form","Ended 2007","Removed from views in Feb 2013",NA,0
"972","mdr_new_def_nglc","Outcomes","Outcomes for new MDR-TB cases outside Green-Light-Committee-approved projects: defaulted",NA,-2,"Notification, Data collection form","Ended 2007","Removed from views in Feb 2013",NA,0
"973","mdr_new_died_glc","Outcomes","Outcomes for new MDR-TB cases in Green-Light-Committee-approved projects: died",NA,-2,"Notification, Data collection form","Ended 2007","Removed from views in Feb 2013",NA,0
"974","mdr_new_died_nglc","Outcomes","Outcomes for new MDR-TB cases outside Green-Light-Committee-approved projects: died",NA,-2,"Notification, Data collection form","Ended 2007","Removed from views in Feb 2013",NA,0
"975","mdr_new_fail_glc","Outcomes","Outcomes for new MDR-TB cases in Green-Light-Committee-approved projects: failed",NA,-2,"Notification, Data collection form","Ended 2007","Removed from views in Feb 2013",NA,0
"976","mdr_new_fail_nglc","Outcomes","Outcomes for new MDR-TB cases outside Green-Light-Committee-approved projects: failed",NA,-2,"Notification, Data collection form","Ended 2007","Removed from views in Feb 2013",NA,0
"977","mdr_oth_cmplt_glc","Outcomes","Outcomes for MDR-TB cases (unknown treatment history) in Green-Light-Committee-approved projects: completed",NA,-2,"Notification, Data collection form","Ended 2007","Removed from views in Feb 2013",NA,0
"978","mdr_oth_cmplt_nglc","Outcomes","Outcomes for MDR-TB cases (unknown treatment history) outside Green-Light-Committee-approved projects: completed",NA,-2,"Notification, Data collection form","Ended 2007","Removed from views in Feb 2013",NA,0
"979","mdr_oth_coh_glc","Outcomes","Outcomes for MDR-TB cases (unknown treatment history) in Green-Light-Committee-approved projects:  cohort size",NA,-1,NA,"Ended 2007","derived: max of registered cases and sum of treatment outcome categories ",NA,0
"980","mdr_oth_coh_nglc","Outcomes","Outcomes for MDR-TB cases (unknown treatment history) outside Green-Light-Committee-approved projects:  cohort size",NA,-1,NA,"Ended 2007","derived: max of registered cases and sum of treatment outcome categories ",NA,0
"981","mdr_oth_cur_glc","Outcomes","Outcomes for MDR-TB cases (unknown treatment history) in Green-Light-Committee-approved projects: cured",NA,-2,"Notification, Data collection form","Ended 2007","Removed from views in Feb 2013",NA,0
"982","mdr_oth_cur_nglc","Outcomes","Outcomes for MDR-TB cases (unknown treatment history) outside Green-Light-Committee-approved projects: cured",NA,-2,"Notification, Data collection form","Ended 2007","Removed from views in Feb 2013",NA,0
"983","mdr_oth_def_glc","Outcomes","Outcomes for MDR-TB cases (unknown treatment history) in Green-Light-Committee-approved projects: defaulted",NA,-2,"Notification, Data collection form","Ended 2007","Removed from views in Feb 2013",NA,0
"984","mdr_oth_def_nglc","Outcomes","Outcomes for MDR-TB cases (unknown treatment history) outside Green-Light-Committee-approved projects: defaulted",NA,-2,"Notification, Data collection form","Ended 2007","Removed from views in Feb 2013",NA,0
"985","mdr_oth_died_glc","Outcomes","Outcomes for MDR-TB cases (unknown treatment history) in Green-Light-Committee-approved projects: died",NA,-2,"Notification, Data collection form","Ended 2007","Removed from views in Feb 2013",NA,0
"986","mdr_oth_died_nglc","Outcomes","Outcomes for MDR-TB cases (unknown treatment history) outside Green-Light-Committee-approved projects: died",NA,-2,"Notification, Data collection form","Ended 2007","Removed from views in Feb 2013",NA,0
"987","mdr_oth_fail_glc","Outcomes","Outcomes for MDR-TB cases (unknown treatment history) in Green-Light-Committee-approved projects: failed",NA,-2,"Notification, Data collection form","Ended 2007","Removed from views in Feb 2013",NA,0
"988","mdr_oth_fail_nglc","Outcomes","Outcomes for MDR-TB cases (unknown treatment history) outside Green-Light-Committee-approved projects: failed",NA,-2,"Notification, Data collection form","Ended 2007","Removed from views in Feb 2013",NA,0
"989","mdr_ret","Drug resistance surveillance","Drug resistance surveillance: Among patients previously treated for TB with available drug susceptibility testing results (variable dst_rlt_ret):  number of patients with resistance to isoniazid and rifampicin  (MDR-TB)",NA,0,"DR surveillance data collection form","1999 -","In 2018 data collection year became ""Number of previously treated bacteriologically confirmed pulmonary TB patients with resistance to both rifampicin and isoniazid (MDR-TB)""; switched from notification to DR surveilance csv files 2018 dcyear",NA,1
"990","mdr_ret_cmplt_glc","Outcomes","Outcomes for re-treatment MDR-TB cases in Green-Light-Committee-approved projects: completed",NA,-2,"Notification, Data collection form","2007 - 2008","Removed from views in Feb 2013",NA,0
"991","mdr_ret_cmplt_nglc","Outcomes","Outcomes for re-treatment MDR-TB cases outside Green-Light-Committee-approved projects: completed",NA,-2,"Notification, Data collection form","2007 - 2008","Removed from views in Feb 2013",NA,0
"992","mdr_ret_coh_glc","Outcomes","Outcomes for re-treatment MDR-TB cases in Green-Light-Committee-approved projects: cohort size",NA,-1,NA,"2007 - 2008","derived: max of registered cases and sum of treatment outcome categories ",NA,0
"993","mdr_ret_coh_nglc","Outcomes","Outcomes for re-treatment MDR-TB cases outside Green-Light-Committee-approved projects: cohort size",NA,-1,NA,"2007 - 2008","derived: max of registered cases and sum of treatment outcome categories ",NA,0
"994","mdr_ret_cur_glc","Outcomes","Outcomes for re-treatment MDR-TB cases in Green-Light-Committee-approved projects: cured",NA,-2,"Notification, Data collection form","2007 - 2008","Removed from views in Feb 2013",NA,0
"995","mdr_ret_cur_nglc","Outcomes","Outcomes for re-treatment MDR-TB cases outside Green-Light-Committee-approved projects: cured",NA,-2,"Notification, Data collection form","2007 - 2008","Removed from views in Feb 2013",NA,0
"996","mdr_ret_def_glc","Outcomes","Outcomes for re-treatment MDR-TB cases in Green-Light-Committee-approved projects: defaulted",NA,-2,"Notification, Data collection form","2007 - 2008","Removed from views in Feb 2013",NA,0
"997","mdr_ret_def_nglc","Outcomes","Outcomes for re-treatment MDR-TB cases outside Green-Light-Committee-approved projects: defaulted",NA,-2,"Notification, Data collection form","2007 - 2008","Removed from views in Feb 2013",NA,0
"998","mdr_ret_died_glc","Outcomes","Outcomes for re-treatment MDR-TB cases in Green-Light-Committee-approved projects: died",NA,-2,"Notification, Data collection form","2007 - 2008","Removed from views in Feb 2013",NA,0
"999","mdr_ret_died_nglc","Outcomes","Outcomes for re-treatment MDR-TB cases outside Green-Light-Committee-approved projects: died",NA,-2,"Notification, Data collection form","2007 - 2008","Removed from views in Feb 2013",NA,0
"1000","mdr_ret_fail_glc","Outcomes","Outcomes for re-treatment MDR-TB cases in Green-Light-Committee-approved projects: failed",NA,-2,"Notification, Data collection form","2007 - 2008","Removed from views in Feb 2013",NA,0
"1001","mdr_ret_fail_nglc","Outcomes","Outcomes for re-treatment MDR-TB cases outside Green-Light-Committee-approved projects: failed",NA,-2,"Notification, Data collection form","2007 - 2008","Removed from views in Feb 2013",NA,0
"1002","mdr_shortreg_tx","Notification","Number of patients started on shorter MDR-TB treatment regiments during the reporting year",NA,NA,"Notification, Data collection form","2015-2019","Dropped dcyear 2021, replaced by mdr_alloral_short_tx",NA,1
"1003","mdr_shortreg_used","Notification","Had any patients been started on shorter MDR-TB treatment regimens by the end of the reporting year?","0=No; 1=Yes; 3=Don't know",NA,"Notification, Data collection form","2015-2019","Dropped dcyear 2021, replaced by mdr_alloral_short_used",NA,1
"1004","mdr_succ","Outcomes","Outcomes for MDR-TB cases: treatment success (Cured or treatment completed)",NA,-2,"Notification, Data collection form",NA,NA,NA,1
"1005","mdr_tx","Notification","Number of patients who started on MDR-TB treatment",NA,NA,"Total, Data collection form","2011 -",NA,NA,0
"1006","mdr_tx_014","Notification","Number of patients who were aged 0 to 14 years among the confirmed and unconfirmed MDR-TB patients who started treatment for MDR-TB (variables conf_mdr_tx and unconf_mdr_tx)",NA,0,"Notification, Data collection form","2011 -",NA,NA,0
"1007","mdr_tx_adsm","Notification","Number of patients who started treatment for MDR-TB/pre-XDR-TB/XDR-TB in the reporting year who are also being actively monitored for adverse events",NA,NA,"Notification, Data collection form","2018 -","Added 2019 dcyear to focus on *active* drug safety monitoring.Wording updated dcyear 2021 to include pre-XDR-TB.",NA,1
"1008","mdr_tx_adverse_events","Notification","Number of patients on MDR-TB treatment who had adverse events registered in the reporting year",NA,NA,"Notification, Data collection form","2015 - 2017","Dropped 2019 dcyear in favour of mdr_tx_adsm",NA,1
"1009","mdr_tx_f","Notification","Number of patients who were female among the confirmed and unconfirmed MDR-TB patients who started treatment for MDR-TB (variables conf_mdr_tx and unconf_mdr_tx)",NA,0,"Notification, Data collection form","2011 -",NA,NA,0
"1010","mdr_tx_glc","Notification","Number of MDR-TB patients who started treatment in GLC-approved projects",NA,0,"Notification, Data collection form","2007 - 2008","Removed from views in Feb 2013",NA,0
"1011","mdr_tx_nglc","Notification","Number of MDR-TB patients who started treatment outside GLC-approved projects",NA,0,"Notification, Data collection form","2007 - 2008","Removed from views in Feb 2013",NA,0
"1012","mdr_tx_nonntp","Policies and services","Number of patients started on MDR-TB treatment by non-NTP providers in the reporting year",NA,NA,"Strategy, Data collection form","2013 - 2015","Dropped 2017 dcyear",NA,0
"1013","mdr_tx_rgmn","Strategy","Regimen type used to treat MDR-TB cases","180=A standardized regimen (same combination of drugs for all patients);181=An individualized regimen (variable composition depending on patient)",0,"Strategy, Data collection form","2011 -","Only asked for 32 global priority countries",NA,0
"1014","mdr_unk","Notification","Drug resistance surveillance: Among patients with unknown TB treatment history with available drug susceptibility testing results (variable dst_rlt_unk):  number of patients with resistance to isoniazid and rifampicin  (MDR-TB)",NA,0,"DR surveillance data collection form","1999 - 2014","Dropped 2016 data collection year -- ignoring cases with unknown previous treatment history",NA,0
"1015","mdrxdr_alloral_tx","Notification","Number of patients started on all oral longer MDR-TB treatment regimens during the reporting year",NA,NA,"Notification, Data collection form","2019 -","Introduced 2020 data collection year",NA,1
"1016","mdrxdr_alloral_used","Notification","Had any patients been started on all oral longer MDR-TB treatment regimens by the end of reporting year?","0=No; 1=Yes; 3=Don't know",0,"Notification, Data collection form","2019 -","Introduced 2020 data collection year",NA,1
"1017","mdrxdr_bdq_tx","Notification","Number of patients started on Bedaquiline during the reporting year",NA,0,"Notification, Data collection form","2013-2015; 2017-","Dropped 2017 data collection year but reintroduced 2018 data collection year as requested by USAID",NA,1
"1018","mdrxdr_bdq_used","Notification","Had any TB patients been started on Bedaquiline for the treatment of MDR-TB/pre-XDR-TB/XDR-TB by the end of reporting year?","0=No; 1=Yes; 3=Don't know",0,"Notification, Data collection form","2013-2015; 2017-","Dropped 2017 data collection year but reintroduced 2018 data collection year as requested by USAID; wording updated dcyear 2021 to mention pre-XDR-TB",NA,1
"1019","mdrxdr_dlm_tx","Notification","Number of patients started on Delamanid during the reporting year",NA,0,"Notification, Data collection form","2017- 2018","Introduced 2018 data collection year as requested by USAID, dropped 2020 data collection year",NA,1
"1020","mdrxdr_dlm_used","Notification","Had any TB patients been started on Delamanid for the treatment of MDR-/XDR-TB by the end of reporting as part of expanded access, compassionate use or under normal programmatic use, whether in the public or private sector?","0=No; 1=Yes; 3=Don't know",0,"Notification, Data collection form","2015; 2017-2018","Dropped 2017 data collection year but reintroduced 2018 data collection year as requested by USAID, dropped again 2020 data collection year",NA,1
"1021","mdrxdr_fail_morphine","Policies and services","Number of patients who started second-line TB treatment 3 years previously whose treatment failed and who received oral morphine by prescription to treat pain or terminal dyspnoea",NA,-2,"Strategy, Data collection form","2015 - 2018","Added 2018 data collection year, refers to patients started on treatment 3 years before; dropped dcyear 2022.",NA,0
"1022","measure","Disaggregated estimates","The measure of TB burden being estimated","inc = incidence",0,"WHO GTB","2017 -","Part of long ('tidy') format added in 2018 dcyear",NA,1
"1023","mgt_drtb_guide","Strategy","Have national guidelines for management of drug-resistant TB
been developed?","0=No; 21=yes including XDR; 22=yes not including XDR",0,"Strategy, Data collection form",NA,NA,NA,0
"1024","mgt_drtb_guide_yr","Strategy","Year since national guidelines for management of drug-resistant TB
were developed",NA,0,"Strategy, Data collection form",NA,NA,NA,0
"1025","mgt_drtb_trcond","Strategy","Has training specifically for drug-resistant TB been conducted?","0=No; 1=yes",0,"Strategy, Data collection form",NA,NA,NA,0
"1026","mgt_drtb_trcond_yr","Strategy","Year since training specifically for drug resistant TB has been conducted",NA,0,"Strategy, Data collection form",NA,NA,NA,0
"1027","mgt_drtb_trmat","Strategy","Have training materials on management of drug-resistant TB
been developed?","0=No; 1=yes",0,"Strategy, Data collection form",NA,NA,NA,0
"1028","mgt_drtb_trmat_yr","Strategy","Year since training materials on management of drug-resistant TB
were developed",NA,0,"Strategy, Data collection form",NA,NA,NA,0
"1029","native_f04","EUR_notifs","TB cases in females aged 0-4, born in or citizen of the country",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1030","native_f1524","EUR_notifs","TB cases in females aged 15-24, born in or citizen of the country",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1031","native_f2534","EUR_notifs","TB cases in females aged 25-34, born in or citizen of the country",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1032","native_f3544","EUR_notifs","TB cases in females aged 35-44, born in or citizen of the country",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1033","native_f4554","EUR_notifs","TB cases in females aged 45-54, born in or citizen of the country",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1034","native_f514","EUR_notifs","TB cases in females aged 5-14, born in or citizen of the country",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1035","native_f5564","EUR_notifs","TB cases in females aged 55-64, born in or citizen of the country",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1036","native_f65","EUR_notifs","TB cases in females aged 65 and over, born in or citizen of the country",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1037","native_fu","EUR_notifs","TB cases in females age unknown, born in or citizen of the country",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1038","native_m04","EUR_notifs","TB cases in males aged 0-4,born in or citizen of the country",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1039","native_m1524","EUR_notifs","TB cases in males aged 15-24,born in or citizen of the country",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1040","native_m2534","EUR_notifs","TB cases in males aged 25-34,born in or citizen of the country",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1041","native_m3544","EUR_notifs","TB cases in males aged 35-44, born in or citizen of the country",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1042","native_m4554","EUR_notifs","TB cases in males aged 45-54, born in or citizen of the country",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1043","native_m514","EUR_notifs","TB cases in males aged 5-14,born in or citizen of the country",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1044","native_m5564","EUR_notifs","TB cases in males aged 55-64, born in or citizen of the country",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1045","native_m65","EUR_notifs","TB cases in males aged 65 and over, born in or citizen of the country",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1046","native_mu","EUR_notifs","TB cases in males age unknown, born in or citizen of the country",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1047","native_u04","EUR_notifs","TB cases , sex unknown,  aged 0-4, born in or citizen of the country",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1048","native_u1524","EUR_notifs","TB cases , sex unknown,  aged 15-24, born in or citizen of the country",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1049","native_u2534","EUR_notifs","TB cases , sex unknown,  aged 25-34, born in or citizen of the country",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1050","native_u3544","EUR_notifs","TB cases , sex unknown,  aged 35-44, born in or citizen of the country",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1051","native_u4554","EUR_notifs","TB cases , sex unknown,  aged 45-54, born in or citizen of the country",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1052","native_u514","EUR_notifs","TB cases , sex unknown,  aged 5-14, born in or citizen of the country",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1053","native_u5564","EUR_notifs","TB cases , sex unknown,  aged 55-64, born in or citizen of the country",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1054","native_u65","EUR_notifs","TB cases , sex unknown,  aged 65 and over, born in or citizen of the country",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1055","native_uu","EUR_notifs","TB cases , sex unknown,  age unknown, born in or citizen of the country",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1056","new_bact_pos","Notification","New bacteriologically-positive TB cases",NA,NA,"Notification, Data collection form","2011-","Derived variable,","max of new_bc (EUR only), new_labconf, new_sp",0
"1057","new_clindx","Notification","New pulmonary clinically diagnosed TB cases (not bacteriologically confirmed as positive for TB, but diagnosed with active TB by a clinician or another medical practitioner who has decided to give the patient a full course of TB treatment).  It also includes pulmonary clinically diagnosed cases with unknown previous TB treatment history.",NA,0,"Notification, Data collection form","2013-","Introduced with 2013 revision of definitions and reporting framework http://www.who.int/tb/publications/definitions/en/",NA,1
"1058","new_dst","Notification","New TB cases who received diagnostic DST",NA,0,"Notification, Data collection form","Dropped 2009","Removed from views in Feb 2013; In 2010 collected by dr_surveillance",NA,0
"1059","new_dst_mdr","Notification","Laboratory-confirmed cases of MDR-TB identified among new cases",NA,0,"Notification, Data collection form","Dropped 2009","Removed from views in Feb 2013; In 2010  collected by dr_surveillance",NA,0
"1060","new_dx_tech","Strategy","Is the TB National Treatment Programme involved in clinical trials or other research to evaluate effectiveness of new diagnostic technologies or approaches?","0=No; 1=yes",0,"Strategy, Data collection form",NA,"NEW VARIABLE",NA,0
"1061","new_ep","Notification","New extrapulmonary cases (bacteriologically confirmed or clinically diagnosed). As of 2013 this also includes extrapulmonary cases with unknown previous TB treatment history.",NA,0,"Notification, Data collection form",NA,NA,NA,1
"1062","new_ep_cnu","EUR_notifs","New extrapulmonary culture-negative /culture not done / culture unknown TB cases",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1063","new_ep_cp","EUR_notifs","New extrapulmonary culture-positive TB cases",NA,0,"Notification, Data collection form","2011 -","Data collection only, not included in master views",NA,0
"1064","new_ep_dots","notif_old","DOTS, New extra-pulmonary",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1065","new_ep_f014","Notification","New extrapulmonary cases: females aged 0-14 years (not used after 2012)",NA,0,"Notification, Data collection form","2005-present",NA,NA,1
"1066","new_ep_f014_dots","notif_old","DOTS, Female EP 0-14",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1067","new_ep_f014_ndots","notif_old","non-DOTS, Female EP 0-14",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1068","new_ep_f04","Notification","New extrapulmonary cases: females aged 0-4 years (not used after 2012)",NA,0,"Notification, Data collection form","2005-present",NA,NA,1
"1069","new_ep_f04_dots","notif_old","DOTS, Female EP 0-4",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1070","new_ep_f04_ndots","notif_old","non-DOTS, Female EP 0-4",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1071","new_ep_f1524","Notification","New extrapulmonary cases: females aged 15-24 years (not used after 2012)",NA,0,"Notification, Data collection form","2005-present",NA,NA,1
"1072","new_ep_f1524_dots","notif_old","DOTS, Female EP 15-24",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1073","new_ep_f1524_ndots","notif_old","non-DOTS, Female EP 15-24",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1074","new_ep_f15plus","Notification","New extrapulmonary cases: females aged 15 years and over (not used after 2012)",NA,0,"Notification, Data collection form","2011 -","Added retrospectively to data collected in 2012","if detailed breakdowns by age groups are available then the sum is displayed, otherwise contents of new_ep_alt_f15plus is used (countries that cannot provide detailed age/sex breakdown)",1
"1075","new_ep_f2534","Notification","New extrapulmonary cases: females aged 25-34 years (not used after 2012)",NA,0,"Notification, Data collection form","2005-present",NA,NA,1
"1076","new_ep_f2534_dots","notif_old","DOTS, Female EP 25-34",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1077","new_ep_f2534_ndots","notif_old","non-DOTS, Female EP 25-34",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1078","new_ep_f3544","Notification","New extrapulmonary cases: females aged 35-44 years (not used after 2012)",NA,0,"Notification, Data collection form","2005-present",NA,NA,1
"1079","new_ep_f3544_dots","notif_old","DOTS, Female EP 35-44",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1080","new_ep_f3544_ndots","notif_old","non-DOTS, Female EP 35-44",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1081","new_ep_f4554","Notification","New extrapulmonary cases: females aged 45-54 years (not used after 2012)",NA,0,"Notification, Data collection form","2005-present",NA,NA,1
"1082","new_ep_f4554_dots","notif_old","DOTS, Female EP 45-54",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1083","new_ep_f4554_ndots","notif_old","non-DOTS, Female EP 45-54",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1084","new_ep_f514","Notification","New extrapulmonary cases: females aged 5-14 years (not used after 2012)",NA,0,"Notification, Data collection form","2005-present",NA,NA,1
"1085","new_ep_f514_dots","notif_old","DOTS, Female EP 5-14",NA,0,"Notification, Data collection form",NA,NA,NA,0
"1086","new_ep_f514_ndots","notif_old","non-DOTS, Female EP 5-14",NA,0,"Notification, Data collection form",NA,NA,NA,0
